Row ID,officer_id,timestamp,reason,case_number_present,sha256_hash
25,Officer-23,09/21/2025,Murder,yes,15c4ab1977bc37e841b7e635c747d6219e7a53b0af26151d76d521bc384ad5ac
26,Officer-1,09/21/2025,Evading,no,925bb631c81e4ad0ddd86236583d6bec219c8cf41576d9de70d60d94a5fc2996
27,Officer-23,09/21/2025,Murder,yes,9b104c34ac450a7fbb88310ae005ee11c707f9c9bcba3fb8470bb654aa71af92
28,Officer-23,09/19/2025,Shoplifting,yes,ba04ec41afd940200d412ce8a753dbba9c57af2266dc3c84370e317561f12bf4
29,Officer-23,09/19/2025,Shoplifting,yes,4224458bdfda8092782157d6d9edae14aaef13abbfe108d6a1ef510a5d6ad556
30,Officer-7,09/12/2025,narcotics,no,bd9ebb1e6406e8a6d76080f349fb12f095e892d7934ae43e9c8b6fecfb90130c
31,Officer-7,09/12/2025,narcotics,no,b881f5327b525e981893de3a2467e5af4c4258c6861970bd3a6cedb43722309c
32,Officer-7,09/12/2025,narcotics,no,b934c01492d760f29116b1a8631c1e62d82223b1c2d76f9c1ac241182d636ccd
33,Officer-7,09/12/2025,narcotics,no,ca39247f5fb050bb4457ecbfedab2caef6fded94b3856411700d7237771a2054
34,Officer-7,09/12/2025,narcotics,no,c8b577ede466cc27012b278c406600eab7eb61c9745eed0fd843cdfa4b6aa3c2
35,Officer-7,09/12/2025,narcotics,no,458161913fb3e054a88e03e78f089d097698e69ebc937a06e9d48d5479ea525e
36,Officer-7,09/12/2025,narcotics,no,892cda418f77d7d733b33a4f9753260a986b03487bfb053fb5bcef101dfd753b
37,Officer-7,09/12/2025,narcotics,no,2d950a6f375fb8c77d8832a8bedcf79ecfa0612b9ccda3a26f938724ecc5b1a2
38,Officer-7,09/12/2025,narcotics,no,4666a547cf6ca84271065b103234cad2f6627214849d3d972542c2b120282c64
39,Officer-1,09/12/2025,Warrants,no,aec02a95d4c596894f2059b1a625b62df6f7645ac9f42bd2009d6ca1b8e70651
40,Officer-1,09/12/2025,Warrants,no,f5526687bafe31234ed5476f712b989e03466cf8a4d1268c3f1d3a21925f34c7
41,Officer-12,09/10/2025,narcotics investigation,no,0a8d98657895a01417e9dd5820614b76c57ccfaaf60f8be74af8389d6bb277ec
42,Officer-12,09/10/2025,investigation,no,f831ac4b2d5accdf78101dc41c2819bc32f53daf2a9493f286eb5d85482e0a0b
43,Officer-12,09/10/2025,investigation,no,34e220a2422f06788476366dbbc7cadae6529b4144e4c1044904fa774e5ce575
44,Officer-12,09/10/2025,investigation,no,facc174f449c4ab8bf356194d40894b51f77721d95dc02369d1a3390d863488a
45,Officer-12,09/10/2025,investigation,no,13395bd2822cc5fac2eb720b5ca84e24a8f74068c361cf75acc7f7c2f726d790
46,Officer-12,09/10/2025,investigation,no,52225e840330e2d052920ebb45c565f85308754123546af9a0d499ccaec11811
47,Officer-12,09/10/2025,investigation,no,b636df9ba2ff52971065cf6775e243bb79f802f6bbe4cd9cb2af97174ddb0f75
48,Officer-12,09/10/2025,investigation,no,d9e171ba6c6b7c253bcd9dad5487ae618308585d652c9540f75d7ada66b34900
49,Officer-12,09/10/2025,investigation,no,d248e3ca6475be71fa98f657f2f0d4fcd682635dacf1e33016972f2cd721387d
50,Officer-12,09/10/2025,investigation,no,d8554070e0fb9822e84760ea149765bdcec282abf4367923e64fa02dd95827e2
51,Officer-12,09/10/2025,investigation,no,fa1503de5397187f76bfb5e19dd3eca029e46fc88a1a203102cb726bfba85acc
52,Officer-12,09/10/2025,investigation,no,afebd903e191a24906504818edd545cdf2be9b887528041855c65de094471a6e
53,Officer-12,09/10/2025,investigation,no,12cc7a678d82d188f65351b403574c0ed89e94fa69c712c2a1690034aca9ebc8
54,Officer-34,09/10/2025,investigation,no,0103c4fe0101a24244e4d4d153443d2e49ce0944d627b2620bb5765f677483b2
55,Officer-34,09/10/2025,investigation,no,9e5056125a0e79dd2d7a7948e90bbd43834bf43f2f5fbcde4f25e3d8096abbd4
56,Officer-34,09/10/2025,investigation,no,bd054530ed33e5cc733bdf4168ba14644a28ad3ca7b5dbbbd1ac45954a528439
57,Officer-34,09/10/2025,investigation,no,57a8788e40828c44c1c686f7bd86614ac0ae0a59219f080920a7bd6aa4cda72f
58,Officer-34,09/10/2025,investigation,no,ae641bcb86aed9d9995cb4ab1b2e19cac08dc87583f1c142b93f62c0356599e5
59,Officer-34,09/10/2025,investigation,no,eb05b3ccbedbbff692d7fe38577500f2dcbd5900d218038b3a5c5c0e36604ab0
60,Officer-34,09/10/2025,investigation,no,f42efc5266364ebb85472ba912ed4b042f4157ea439ab64f11e56027ecac3bdc
61,Officer-34,09/10/2025,Investigation,no,b4f43b508d3910b4985d936a46d1ff286446e15a036d9d102cf075bb5c094dcd
62,Officer-34,09/10/2025,Investigation,no,2198b58239bbd38f3cd8d8f85366a35819fa0e808d097be2de88a8783cd03eea
63,Officer-34,09/10/2025,Investigation,no,f14a4b9e7034a1c2f3c3fdd4b38c4d68a350f2cfe5cc845d3495dc06f42644b9
64,Officer-34,09/10/2025,investigation,no,26af172fa6837a95943735b55c0d8d0ba760bbdcb658f74d257924d6157f451c
65,Officer-34,09/10/2025,investigation,no,9ee1c6c6682c39148bcdfcc6e3455aac0af95d737579b87ffe098ffe23889c3b
66,Officer-12,09/10/2025,investigation,no,adfa182cfd5ed0dc205e07e32271701a0a20853802141ba72186e69905369538
67,Officer-1,09/10/2025,Warrants,no,c9b0016ef0edd10a1677d6c01e4b56ee66f003c68bc5560a7b708a79a5410b94
68,Officer-1,09/10/2025,Warrants,no,9f84ff8c35e632353a9866a1819a0b374048ceee1c20b1ae110e15c16cf74f64
69,Officer-21,09/08/2025,joyriding,no,53c0094ddd0ece5392b044eaf6e00d1b4ebf10e9f95bac2301e9be0f08318573
70,Officer-21,09/08/2025,joyriding,no,fcb0699a76afee27f7bd3dcfa10e98542c439b3c4d55bd2762b59bebcd5feeed
71,Officer-21,09/08/2025,joyriding,no,67e8d8d3459fce6d264542c6864c5e89cdb1c7ecf4106a8205dcee5fbc04df08
72,Officer-21,09/08/2025,joyriding,no,ad5dbc881088ace0daf8edf345544e0973ba96860f548dca72c9aac85552ea26
73,Officer-21,09/08/2025,joyriding,no,f112398c0463677417d795fffb9bd2caf64634993ad84066020f17805d3a8faf
74,Officer-21,09/08/2025,joyriding,no,671ef6cf2e513d3ceb061aafad2e1af512c9b6b8fb5fb6fe78b053dda6839dfd
75,Officer-12,09/08/2025,narcotics investigation,no,718e78ad7051fe1ddb228017994b2c0bfae4275c88a5b4c19c3654074705dcf0
76,Officer-12,09/08/2025,narcotics investigation,no,6ec83bf3b66a640e8aac29eb8a2b809d6b3f0d757c9f9b759b776ca62c79ac14
77,Officer-12,09/08/2025,narcotic investigation,no,4b47b4d97ae5498c5215719153ba3f1c01075af9a53c546d0972e8e2c2cc5ffa
78,Officer-12,09/09/2025,theft,no,68c311dc5f3f1e5ddefb1744c352cc2031f55626a29f0aaa9643a32eb1dba0c6
79,Officer-12,09/09/2025,narcotics investigation,no,509cef2b100469403a3d39c2a448a11c265f3f1096b2b53a25a19ac4ea7c5d7c
80,Officer-12,09/09/2025,narcotic investigation,no,efbd414ec3f467c57af651074cbf7102f2b3c196a4629e3cdced2e76d1e86d43
81,Officer-12,09/09/2025,narcotic investigation,no,814b642ebc19f32a3da0d6e1e84e4fd27f270aeacc4f5bba85af3a03610ff930
82,Officer-12,09/09/2025,narcotic investigation,no,d1ed04059f350ce48d5f0de9ab9d84b5227084a1c78b958fab081035ccfbe7d0
83,Officer-5,09/07/2025,Patrol,no,18e4ed84acf212cb464dcbe198d5fd703079a10d8b0608921340e1c4a8b2b3ac
84,Officer-22,09/07/2025,patrol,no,439255db462bb4963e0a1a7123a8583b3d260f1eca422543605802a795c8bade
85,Officer-5,09/07/2025,Patrol,no,f05a59fd2f83abe6d0d2b560f20220ca7132f7034fa9379a3e01de1255a180d4
86,Officer-22,09/07/2025,patrol,no,1070846a8557a71651d44c1bd97dc3e79186e031a494abd1a364437f7559bb45
87,Officer-5,09/07/2025,Patrol,no,fb8c8cc2480d325cd7216109f220c32731aab940f52dcb1ba60c47fd11ce848a
88,Officer-1,09/07/2025,Warrants,no,12b70d77f6a7e8dc4860d231e2ce736a54923fc4fe8cb3b3e8fa13412dc196c7
89,Officer-1,09/07/2025,Warrants,no,9cbbdf5e76f7a4ff8df92a092ff59693f2091e6715d78c9fc29d68efe1ffd825
90,Officer-21,09/07/2025,assault,no,db6f7c9e52eb4bef9daf81a10d52a1ede312553cab7532e50e0f61cba5afa53a
91,Officer-21,09/07/2025,assault,no,dca325a929082c4db3d0cdeb12ce34767cedf04beffe1e1793bdc16d1f1016af
92,Officer-21,09/07/2025,assault,no,78572f98a9583d338b62ddc6950b8ea1f21ea8e04d60a83bd98fb5ada7a42df2
93,Officer-21,09/07/2025,hit,no,a9eee9ce7915962b1e55fc96ac3ab670d37b875363d8aae8c31a365ca380cc31
94,Officer-12,09/08/2025,narcotic investigation,no,0d3079cea9b5e8039eaa996fb8188f2d289d5de3119cec1b0ddede575eb1bf48
95,Officer-12,09/08/2025,narcotic investigation,no,26cfcd56ac895d3a59f1026e30693663cacf39548079ba00ae3b597e27618473
96,Officer-12,09/08/2025,narcotics investigation,no,362c7a533b41a3f523c2b5d297dadd1df0af5dc10702893be8cdbc14500e1289
97,Officer-12,09/08/2025,narcotics investigation,no,9c2074f0b3b5a89c0d8bce944c8c8237a67f75382aaf182e0b713e612383bd68
98,Officer-12,09/09/2025,theft investigation,no,f3d7cef14bdd38d3bc6f42bd2f8d3b51c3065584d10bf0c0d420635e9b6de8e9
99,Officer-12,09/09/2025,theft investigation,no,6aea485018c1b55e5f69e73f2c0353f28e11a3ccb0c1ce0cee2ce6468be7e309
100,Officer-12,09/09/2025,theft investigation,no,d7eb9b4a1accbf4afcdfa3fea7602ec26e588cc9bc108d1bc637fb98ac39bc91
101,Officer-12,09/09/2025,theft investigation,no,5875a9665fe5ca9b358eaf7f4b72121789a4080802d696ac40c48bcee07332c2
102,Officer-12,09/09/2025,theft investigation,yes,cd626083996adcfa03048c97f621df8b3d612532b9c564aaaafd8bd1dc4fa050
103,Officer-12,09/09/2025,theft investigation,no,12991046c983ad43b9b05a76137f2fa5ea030bc54d0d747d11306697326e4ac2
104,Officer-12,09/09/2025,theft investigation,no,143a9dcffe47bc2c1d549198d05a4425c324a1de79547968d5dd1f7cf772a21b
105,Officer-37,09/09/2025,theft investigation,no,07dfdaeb81834b12a2c3e1261ee90f92fddfe228f4d6b415e8dac89dbabdb38a
106,Officer-12,09/09/2025,theft,no,9dfc863b8416b1c5cc81688c788758377573ad13de11317341ce0488b8b71956
107,Officer-12,09/09/2025,theft,no,83a14b9d76b195a48009ba6ea72381bc71be6204d39292df246ea133efe5b6cd
108,Officer-12,09/09/2025,theft,no,4b464d5fd48da319899a94008e4ae9bed91691603418996761ff00e2afe95882
109,Officer-23,09/15/2025,stolen vehicle,yes,5a4c0dfe2e0e9122af661d80195158d53e160f1b58236c683bc7ab5fed6b192e
110,Officer-21,09/16/2025,assault,yes,8361ac8b3c64211537876e98cc686094ba2dab4c395d6c37b86662d7e3a54407
111,Officer-21,09/16/2025,assault,yes,955745f79aeddf2c2fda5964ec8ff766713a7c9b8772b769338d5271ffa550e0
112,Officer-23,09/15/2025,Stolen Vehicle,yes,81448a5e925a993689d904d683e3ec4f3b0258b29f66f74694f7cfbe4866bab0
113,Officer-37,09/15/2025,Theft Investigation CV-98O-[redacted],no,11703d8260e367eb6c198f20f4014cec1de7eb00e39195a6507db9d5c2ca55f7
114,Officer-37,09/15/2025,Theft Investigation CV-98O-[redacted],no,382fd1f0a91aea897d6d0a30fd112db3f99053f5041610fad9bf43c5e910b6c7
115,Officer-23,09/15/2025,stolen vehicle,yes,dfca48c846cfa5660a0b37e7f883896824ef521315fabeedfdee6a0f1a7853dc
116,Officer-23,09/15/2025,Stolen Vehicle,yes,824981f913c23b6aeecebc49e43ce2973c119b7916f2254cf169f023e2f47153
117,Officer-18,09/14/2025,shoplifting,no,9c971731089b20f7099854c1311ca94e589e9389a796fd53474d6d5a622d4fe1
118,Officer-18,09/14/2025,shoplifting,no,907cb8480bc943db6e4642c4413dfd81d86736534736b5fb32de7c6c6ba7b823
119,Officer-18,09/14/2025,shoplifting,no,264b0784254524deb5578b6b889b74f9d310544a92b331192488f0a83fba16ee
120,Officer-18,09/14/2025,shoplifting,no,79e469abeef7fc658a7cf3ab6605d373f980fdb1b7dfd8fdabf42adf4e9f2614
121,Officer-18,09/14/2025,shoplifting,no,d5b2dfda0ac53a90aee4a61b741786567374c542a25f2ba7e00236710885f5fd
122,Officer-18,09/14/2025,shoplifting,no,7a13c26cf14d0b353a39152e14d2a25b1c15aa8d3384eb84d270ededf7cd20af
123,Officer-18,09/14/2025,shoplifting,no,04ea2abdca0640a0597dc287735e4caca8b8919dce4faca726d0eaaf2e1883ea
124,Officer-20,09/28/2025,Stolen Vehicle,no,0422efa245f21f3e6a46d104eacf3fcad84def00620513d24b56b96f4ce886a7
125,Officer-20,09/28/2025,Stolen Vehicle,no,0422efa245f21f3e6a46d104eacf3fcad84def00620513d24b56b96f4ce886a7
126,Officer-27,09/28/2025,warrant,no,8340be8e64e7861a14b2191ae1e9c8a0c6362fe98942a268f217396f8b125569
127,Officer-27,09/28/2025,Warrants,no,28955140addfac91008fdc193666d34b7ed91f46c7f9bb9725f3a5e476e8fe32
128,Officer-22,09/29/2025,murder,yes,55d6e8e8a63f33cb9d08835f10edb34187bbe90a2c2b91963241959303e0e9f2
129,Officer-27,09/28/2025,Warrants,no,463f40b8e2cee3784d7d0e2ee865593f63fd21dbe0a6fa6a662e6ca6daa0acfc
130,Officer-27,09/28/2025,Warrants,no,887d59adde00d97161671da1281de73fbaf75d0502a6bfa92aa5dd6e9db6fc6d
131,Officer-27,09/28/2025,Warrants,no,abd6ee961f933bcd4165c78cbd4196d72bc2130faa52d6b95222ac76981d8bdf
132,Officer-27,09/28/2025,Warrants,no,654ac5c4b12553fb987615eb3ca2ab3e7fd338d48256d1a41b6c0a0125417f00
133,Officer-5,09/2025,[redacted],no,47630d43d16fa91ff4b67c73d4cbeacccef2f3ccec30420757f59b17d873c82f
134,Officer-5,09/2025,[redacted],no,eccb1357b7d2c48b7d1ed5bd9829462c61ecb00be9e395b04a66637dbf5e4f8b
135,Officer-5,09/2025,[redacted],no,0121726871e940d3df02a83ea14e9823f9b2404c2cf7f7df5bd0357f2bbae8ed
136,Officer-31,09/2025,[redacted],no,538b66a2a42cde213b0e45d95a6a7497c6f922d4dd46746d3d0b0f1ee0a771a7
137,Officer-31,09/2025,[redacted],yes,4833bdeade97de6fc6dc4c9d4d284384e3448e7622c6c9cf65eccb77d65fe099
138,Officer-31,09/2025,[redacted],yes,b79568ad3cccdf597a9d49869ecd8fb797cad427330984628d95f06264976653
139,Officer-7,09/26/2025,warrants,no,39df4aa9d0f89f6ad98069b27eedf044f7dca4daf56602a0c70331cd2ffea949
140,Officer-7,09/26/2025,warrants,no,995856ea4ea7ae40f13bde020143b99b49d11635ab82484dfd452a3e24145a89
141,Officer-7,09/26/2025,warrants,no,900477bf1cf072a193f7c03fec3f07fd13580d5871ad6796d54f37c5d4101483
142,Officer-5,09/2025,[redacted],no,d7ca1e0a9ca4fdba8aa8cc30fdfbd34ad8ef52f6c8e33db86cefdc590db68dc0
143,Officer-5,09/2025,[redacted],no,afb8e8e8af025210267e05354ff6b527bb1b8029c02b0e91ce7963f2d61aab8c
144,Officer-31,09/2025,[redacted],yes,8673ec0ae9f9a89393549ee8f087c9e0c1ef46b35d4c3fc35655e5e20716920f
145,Officer-5,09/2025,[redacted],no,fe13b76b65d7fb44bf2b1c74030f8544d3a872ad302650ed1bdb170968135e06
146,Officer-7,09/26/2025,warrants,no,a9b348b1474315535e503ce0c79e70b5c407d598100295a4743ff6dceafe8884
147,Officer-7,09/26/2025,warrants,no,74a56f1967f6bda77a7d71748daff074846b98d15ea6a551ff4baea05b3b9be0
148,Officer-7,09/26/2025,warrants,no,613f693fb7334ee52de3c8c1d9bedd792267496c41cc6d98f1d4dd51dc0876d4
149,Officer-7,09/26/2025,warrants,no,8c1635f461557fcd20245eba9efa03fabf49c2647d28c9ae144d54d92d074298
150,Officer-6,09/26/2025,warrants,no,5c8f622a7ab924ca0289736f1348056d6686880fa9e70a02f3988c9933f6e17e
151,Officer-6,09/26/2025,warrants,no,d5feaa3c8bc10e4ef3c8d3ca9c046f56e73d7382bbbab852579435117470ac20
152,Officer-6,09/26/2025,warrants,no,c538e369fb9fb83c86bbef3ffb1d78e6e5d07908e18a8e2511d18d7f056d9522
153,Officer-6,09/26/2025,warrants,no,e9d341228a124f5077792ca5c75610472f4d9fa9ae4866f39af89ed8f26be1af
154,Officer-6,09/26/2025,warrants,no,669b4818afd83407671d8a383c5f12d10dfe40c2c0f7406aebe2b28658089ce0
155,Officer-6,09/26/2025,warrants,no,da05edf6f3480e78cacb09adba55d4a640d1407428c81341e0bc34b0303b603c
156,Officer-7,09/26/2025,warrants,no,41dfc7bfde9baac3d3329d7939aca0ac60cd7968f3fd84df9deb860ef93cccb4
157,Officer-7,09/26/2025,warrants,no,7e9996c60f8883acb5b7baf20434d33d1e783ed7c96afdde8c66ea87c4e2c12b
158,Officer-7,09/26/2025,warrants,no,0e28ded5057b7c1609f7a43f0ff0ccddcf30eea8c959c70a59228b1f92736d26
159,Officer-7,09/26/2025,warrants,no,30ed81ee767cef13f5c64abd3a24203044cc7fcf78f5c59c182c3273b1680820
160,Officer-7,09/26/2025,warrants,no,94f74f28c7450956dc03900d94ea29829de127e59ef289c26a7f2e90eac643d9
161,Officer-7,09/26/2025,warrants,no,9d64bfdf53a13a3bfe41f70832a563e2895d0616e1dca9366728151dd098150d
162,Officer-7,09/26/2025,warrants,no,3a7b3e169a365266966047107b594cf12dd02477cdbbadafe9b713ef07edd65e
163,Officer-7,09/26/2025,warrants,no,625b85593167c6c43f39270018b3dd77fd578d52c7a6c8f28e34b55553f62437
164,Officer-7,09/26/2025,warrants,no,48dabc1e31ac5ab777ca5f303d4c396a19bebb871ce6d5ece720c9d5783019c0
165,Officer-7,09/26/2025,warrants,no,efb4726a9120f5bdd11c00b482be0a95abfd0a6e948d2ffcaae5c97e0c30ee2c
166,Officer-7,09/26/2025,warrants,no,a4d08a0e4e0393e0dc8579b6734e25f8927771556f248821cb80f4ec3d5f6610
167,Officer-7,09/26/2025,warrants,no,b36a34b0ec8bd8c457ff247be750f705f00ae474c4660621e00a694b8137948b
168,Officer-7,09/26/2025,warrants,no,65a9280194911e07340e37a483a3f0d591afa43084e113ce7e19c2316f39ed7d
169,Officer-7,09/25/2025,narc,no,1629ecb68a4f3aa914dcf50ecbb37a510d7156da7ffa7e41cf3cdda460cea79e
170,Officer-7,09/25/2025,narc,no,8b4b6af627e35f5184c54352b896db039049e87ea22b297f431093c0909f68e7
171,Officer-7,09/25/2025,narc,no,4f80f7b5c033ec589552a6eebe9fe25fa7cad7a8fdc8eee46c76ee14be37d2f9
172,Officer-7,09/25/2025,narc,no,1befaa3836d207c00b2073cdb5062c527d4c13997f1f5fcbd8179c5257e192f9
173,Officer-1,09/07/2025,Warrants,no,9c96efe5fb6d07dd0607b0b8eeaf3f13bdf2935e67e4f6106bd0a76e8258b19a
174,Officer-5,09/05/2025,Patrol,no,ad33bee6e3a70afe6b1a2ad8482b0dd8612385d1472d067498e511ac9478d4b6
175,Officer-37,09/04/2025,Suspcious Package Airport,no,12fb7b8809e777a88e2c86190141971b6ff1a89fc1b6e3717fe291246c9f0f56
176,Officer-22,09/06/2025,patrol,no,396556bf3fa332a0fa22b66baf6de3a993945b8d8a6edb15dce86bb8bbcef712
177,Officer-22,09/06/2025,patrol,no,c32ed7972356d0a29e3b951594c6f6ce8f6019fecd3b65a1af23afc91ebe1c20
178,Officer-30,09/06/2025,Stolen vehicle,no,007dfdb4291c3c81c12c1e31be606e28f687c870c916ac481d660a7cad7492d1
179,Officer-30,09/06/2025,Stolen vehicle,no,bc25139f9396b14a3d20909568bad49e1e2a306995c6616eb0ffa854c32dd7a6
180,Officer-30,09/06/2025,Stolen vehicle,no,bb08144da1f6a7ef8875d6ec68e36d5ffe274f8d7ba19febe81e22b91b9ebaad
181,Officer-12,09/05/2025,investigation,no,2da934fd3052daa5dd21fa4d41e1dd2b41bae3e2ffe2454c69c97f1f477191fb
182,Officer-5,09/04/2025,Investigation,no,9f5b7ce421f8b4d7eac7fd48ce65883894b2a385a44f2086773136239caa3ed2
183,Officer-7,09/2025,[redacted],no,c3b253a51fd9e4f224aa46e770f194bcf5d72ebfbe59f8758f440e05a2181a21
184,Officer-7,09/2025,[redacted],no,0abc15c9b4186c864db6b434f25a836e3b6fbfd12faa3336e27f2b80086f6f21
185,Officer-1,09/06/2025,Warrants,no,3359f05392c7bd7a7c4c38fa529f65754936c67ae07cf4c1ab00243c9d588c62
186,Officer-12,09/05/2025,threat investigation,no,2ef4e3a664933c82ea45502f7ba10538c29c10c7885016f0779016c5bd1a5b9f
187,Officer-12,09/05/2025,threat investigation,no,6adab50a052252560e07aaafe2aa1a8f85c8406d4e0f2da617b44166b64b4cf3
188,Officer-18,09/04/2025,bomb threat,no,e980251ad4dd68326859e22f00696de54e1a7a6aaef982a103d8fdd829a8a398
189,Officer-1,09/06/2025,warrsnts,no,ee028e975f471af738b067fa519f7f7ce23bf0e12e744ecc1589e92c9b4c15ff
190,Officer-1,09/06/2025,warrants,no,f66f5a89d5588608861bd22fcb499cab930d68e829576b7d22b8ab4ecc50b0eb
191,Officer-1,09/06/2025,warrants,no,fddd5edfa079f0b86cb3edb9012b21dce678f0ffed0b6cbc9669157bf85b308c
192,Officer-1,09/06/2025,warrants,no,787bda17205e06b366c3e4d4906194381f26d13a79225885c087ece1aa36bd97
193,Officer-18,09/04/2025,bomb threat,no,a9a1ccb2af5de3cf9184ecf18cf2bef186516af86bfe3704326b3655494c5803
194,Officer-18,09/04/2025,bomb threat,no,6801475a70f18b9734fefd9faf5d4df53094fca89c23d6ac033c4601b48f5b26
195,Officer-18,09/04/2025,bomb threat,no,5d83e5845ea22d5cd26f10ca9ca29640adf2f96796147fed694924881eb966ad
196,Officer-18,09/04/2025,bomb threat,no,269c8389aa52a56cdc8e115cede3ae81d72e040529542cfe7b4aab626751cbe9
197,Officer-12,09/04/2025,investigation,no,735e7e2d30c6dbbb6980ebb20efe2166318edb926f3dd7419c1c00582e7106b2
198,Officer-18,09/04/2025,bomb threat,no,f905e639e1428fbd5dcfd235f756b0464c0f66fc0303157d1bd676f1a8b10a1c
199,Officer-18,09/04/2025,bomb threat,no,c556f858195446cc1b1c2bbf3840acc3c75bbc63305399e59986b9036124c275
200,Officer-7,09/2025,[redacted],no,b10885c0c5e74c6a4e537a87bf1934ed6fc550ecdaab8af06d95ce998da286c0
201,Officer-6,09/06/2025,BOLO,no,119b4243d83001b662d8ee36a79cab5a00a15ea30974f149bec99dfffbf3ca8d
202,Officer-21,09/06/2025,assault,no,56dbea0c38b77713561ec483fa7a07dcc13321038c624ba435d5755bc1e6b867
203,Officer-21,09/06/2025,assault,no,0af5efc47c8da6881df570ecfcf40c1b7becce8fbf749ac18160a5cb0272a983
204,Officer-21,09/06/2025,assault,no,ff5714e8886ecd5921b8a281f8721577c564b3863a5f98ba2aa0b7bc6cae1a39
205,Officer-21,09/06/2025,assault,no,0b2b7ea16f872bf8c05d1f0de7703b1dbd4defb44afc3bef75fcc096b86b620c
206,Officer-22,09/05/2025,warrant,no,cc73ac3c0ff49632a3d55bd0b51a04020b0223a147669eadd828ae9e31c92377
207,Officer-22,09/05/2025,warrant,no,8dc12c7d50ddbfe664558b4d4a9f7225fd0214ab9784032df0ed626676d9fcc3
208,Officer-22,09/05/2025,warrant,no,3cf46de3b9f5ed991087e6258f564297483346a78d36650bddb0f5510d298e68
209,Officer-22,09/05/2025,warrant,no,e6a86d595f104835da33706e7a9278d61c2e18e70c012834e4cf6e41639f12bf
210,Officer-22,09/05/2025,warrant,no,d23e90f816e692c4f5851535437423fc36210b5ecdf2f42cb5216132143bc862
211,Officer-18,09/04/2025,bomb threat,no,042247558d2549a42445de595b0605835d41ff1dd0d6b5b5ffd11d779beceb89
212,Officer-1,09/2025,[redacted],no,9236324ee25fbc3ae89093275d8ec814284bb7d4a4c2085c5bef70c18850bf92
213,Officer-1,09/2025,[redacted],no,92f0c6e7d3cd1d0be73114db47cb7c5e24ce1d38ff341546ec9a68b37bd358d2
214,Officer-7,09/2025,[redacted],no,0ebdf62c6b6225274b688b28e884a5685327e6630078522b7e013664955e24db
